Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Company,Date,Volatility_30d,Daily_Change,Daily_Change_Abs,MA_7,MA_30,Volume_MA_7,Volume_Ratio,Daily_Range
21.7462213277416,21.775333401646982,21.115474533285944,21.377477645874023,123500,0.0,0.0,LNVGY,Lenovo Group Limited,2025-04-23 00:00:00-04:00,,,,,,,,3.0867012436726586
20.872878473128992,21.823850631713867,20.872878473128992,21.823850631713867,43000,0.0,0.0,LNVGY,Lenovo Group Limited,2025-04-24 00:00:00-04:00,,0.020880526376132025,0.44637298583984375,,,,,4.357490227700453
21.833555871170088,22.30904197692871,21.833555871170088,22.30904197692871,30300,0.0,0.0,LNVGY,Lenovo Group Limited,2025-04-25 00:00:00-04:00,,0.02223216028200703,0.48519134521484375,,,,,2.1313604871529472
22.745713615219668,22.745713615219668,21.81414761126131,21.940298080444336,30200,0.0,0.0,LNVGY,Lenovo Group Limited,2025-04-28 00:00:00-04:00,,-0.01652889876964314,-0.368743896484375,,,,,4.245913161903099
21.474514319157326,22.17318929024415,21.474514319157326,22.07615089416504,83300,0.0,0.0,LNVGY,Lenovo Group Limited,2025-04-29 00:00:00-04:00,,0.006191931086013458,0.13585281372070312,,,,,3.164840530563193
21.814147353225312,22.44489413911911,21.814147353225312,22.367263793945312,27700,0.0,0.0,LNVGY,Lenovo Group Limited,2025-04-30 00:00:00-04:00,,0.013186759828553996,0.29111289978027344,,,,,2.8199550544243936
21.843259688624798,22.629267174290018,21.843259688624798,22.338153839111328,25100,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-01 00:00:00-04:00,,-0.0013014535484605627,-0.029109954833984375,22.03317669459752,,51871.42857142857,0.483888735885431,3.5186770192665535
22.90097367186579,23.289125391554347,22.90097367186579,23.05623435974121,46200,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-02 00:00:00-04:00,,0.03214592064329924,0.7180805206298828,22.27299908229283,,40828.57142857143,1.1315605318404478,1.6835000617720772
22.260522920366533,23.54142452356776,22.260522920366533,23.289125442504883,49600,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-05 00:00:00-04:00,,0.010101002580470198,0.23289108276367188,22.482324055262975,,41771.42857142857,1.1874145006839945,5.49999872843425
23.62875864290103,23.638462667168827,22.96889979951781,23.48320198059082,51700,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-06 00:00:00-04:00,,0.00833335449049244,0.1940765380859375,22.650061198643275,,44828.57142857143,1.1532823454429573,2.851241786381684
23.19208737665048,23.19208737665048,22.173188864516444,22.765119552612305,40800,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-07 00:00:00-04:00,,-0.030578556900886844,-0.7180824279785156,22.767892837524414,,46342.857142857145,0.8803945745992602,4.475700247386215
22.5128223188456,22.842751748667816,22.50311829433866,22.765119552612305,50400,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-08 00:00:00-04:00,,0.0,0.0,22.866316931588308,,41642.857142857145,1.2102915951972555,1.4919027925341317
23.667573841788393,23.667573841788393,23.104753367575064,23.201791763305664,48300,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-09 00:00:00-04:00,,0.01918163485520763,0.4366722106933594,22.9855352129255,,44585.71428571428,1.0833066324895868,2.4257629753554037
25.17166333718071,25.5209989565811,25.161959312912174,25.40455436706543,210900,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-12 00:00:00-04:00,,0.09493933167883628,2.2027626037597656,23.42359243120466,,71128.57142857143,2.965053223538863,1.4132884933985927
25.258999083061166,25.346333455390216,25.074626313605012,25.229887008666992,151500,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-13 00:00:00-04:00,,-0.006875434848204853,-0.1746673583984375,23.734114238194056,,86171.42857142857,1.7581233421750664,1.0769257178673302
25.132847099230464,25.132847099230464,24.744695384931624,25.103736877441406,71200,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-14 00:00:00-04:00,,-0.005000027593554002,-0.12615013122558594,23.993344443184988,,89257.14285714286,0.7976952624839949,1.5461909762432153
24.259506874326334,24.715584937256413,24.17217250151048,24.33713722229004,68300,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-15 00:00:00-04:00,,-0.030537272554041373,-0.7665996551513672,24.11533519199916,,91628.57142857143,0.7454006859993764,2.2328527418098627
23.42497846010298,24.531213195058985,23.42497846010298,24.521509170532227,31100,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-16 00:00:00-04:00,,0.00757574510749448,0.1843719482421875,24.366247994559153,,90242.85714285714,0.3446256134240937,4.511283246323921
24.259506535721208,25.598630482117493,24.259506535721208,24.861143112182617,46000,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-19 00:00:00-04:00,,0.013850450202246734,0.3396339416503906,24.665679931640625,,89614.28571428571,0.5133110154630959,5.386413409687822
24.550619400487506,25.744188505682338,24.550619400487506,24.91936492919922,32100,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-20 00:00:00-04:00,,0.002341880128113205,0.05822181701660156,24.911047526768275,,87300.0,0.36769759450171824,4.789725214049376
24.870844031946397,25.48218460229798,24.82232576166285,24.938772201538086,24300,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-21 00:00:00-04:00,,0.0007788028464612573,0.019407272338867188,24.844507217407227,,60642.857142857145,0.4007067137809187,2.645915505793965
23.7257974721324,24.02661482656646,23.6869813743456,23.822834014892578,35600,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-22 00:00:00-04:00,,-0.044747118167135835,-1.1159381866455078,24.643499646868026,,44085.71428571428,0.8075178224238497,1.4256635126137427
22.697192532671544,23.754907110247707,22.697192532671544,23.415273666381836,55000,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-23 00:00:00-04:00,,-0.017107970792054394,-0.4075603485107422,24.40229061671666,,41771.42857142857,1.316689466484268,4.517199297545529
23.38616357057809,23.38616357057809,22.34785703582517,23.085346221923828,45200,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-27 00:00:00-04:00,,-0.014090266428604559,-0.3299274444580078,24.223463330950057,,38471.42857142857,1.174897883401411,4.497686648367676
21.79473906244722,23.560832634553194,21.79473906244722,22.56134033203125,61600,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-28 00:00:00-04:00,,-0.022698636825941865,-0.5240058898925781,23.9434392111642,,42828.57142857143,1.438292194796531,7.8279638803133444
22.852453986099537,23.75490790837579,22.852453986099537,23.16297721862793,37700,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-29 00:00:00-04:00,,0.02666671739101023,0.6016368865966797,23.700844083513534,,41642.857142857145,0.9053173241852487,3.8961050376136073
22.561339833311056,22.561339833311056,22.056741681006386,22.22170639038086,26300,0.0,0.0,LNVGY,Lenovo Group Limited,2025-05-30 00:00:00-04:00,,-0.04063686715929116,-0.9412708282470703,23.31546429225377,,40814.28571428572,0.6443822191109555,2.2707443948728256
22.318745311686634,22.736009107128627,22.06644622953907,22.39637565612793,78100,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-02 00:00:00-04:00,,0.00786029941529054,0.1746692657470703,22.9522647857666,,48500.0,1.6103092783505155,2.989603710305488
22.008224530432194,22.97860478767627,22.008224530432194,22.24111557006836,89100,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-03 00:00:00-04:00,,-0.006932375507690214,-0.1552600860595703,22.72630500793457,,56142.857142857145,1.5870229007633587,4.363001730677553
21.561848444552513,22.84275192664721,21.561848444552513,22.270227432250977,28100,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-04 00:00:00-04:00,1.1649155049020306,0.0013089209527687995,0.029111862182617188,22.562726974487305,23.242871030171713,52300.0,0.5372848948374761,5.751640776868478
22.328450627713572,22.833048821197764,22.328450627713572,22.551637649536133,63100,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-05 00:00:00-04:00,1.1188968077354486,0.01263616270382717,0.28141021728515625,22.486482892717635,23.28200969696045,54857.142857142855,1.1502604166666668,2.2375235063896612
23.463795283180545,23.463795283180545,22.124669470767078,22.67778778076172,30600,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-06 00:00:00-04:00,1.0910374884320608,0.005593834611305137,0.12615013122558594,22.50311824253627,23.310474268595378,50428.57142857143,0.6067988668555241,5.905010776886668
22.57104492456852,22.998012754462046,22.57104492456852,22.968900680541992,28600,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-09 00:00:00-04:00,1.0767097603250646,0.012836917894929467,0.29111289978027344,22.47539302280971,23.33246955871582,49128.57142857143,0.5821459726664728,1.858895363918011
22.978604832276158,22.978604832276158,22.745713792187967,22.871862411499023,38700,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-10 00:00:00-04:00,1.0482317422845902,-0.004224767671409446,-0.09703826904296875,22.56827245439802,23.36352170308431,50900.0,0.7603143418467584,1.0182425720220447
23.16297786773781,23.6384639781091,23.143569818125883,23.24060821533203,206600,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-11 00:00:00-04:00,1.0200995423229395,0.016122246505278826,0.3687458038330078,22.68887710571289,23.40233694712321,69257.14285714286,2.9830858085808583,2.129437213509465
23.289126007742993,23.444386699726337,23.279421983137354,23.298830032348633,190400,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-12 00:00:00-04:00,1.0015143580426538,0.002505176132963305,0.05822181701660156,22.83997917175293,23.433389155069985,83728.57142857143,2.274014673263948,0.708038628377229
22.794231006249888,22.794231006249888,22.522523880004883,22.522523880004883,43500,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-13 00:00:00-04:00,0.9951070180973688,-0.03331953369615159,-0.77630615234375,22.876021521432058,23.439534823099773,85928.57142857143,0.5062344139650873,1.2063795678166507
23.240608219513696,23.638463982362357,22.794232332626493,22.84275245666504,280900,0.0,0.0,LNVGY,Lenovo Group Limited,2025-06-16 00:00:00-04:00,0.998699363542132,0.01421814794675158,0.32022857666015625,22.917609351021902,23.4324187596639,117042.85714285714,2.3999755889173686,3.695840294804468
