date,symbol,company,sector,close_price,daily_return_pct,volume_millions,ma_7,ma_30,cumulative_return_pct
2025-06-03,AAPL,Apple Inc.,Technology,203.03956604003903,0.77838466493975,46.3816,200.0115770612444,,0.0
2025-06-04,AAPL,Apple Inc.,Technology,202.590087890625,-0.22137466021052,43.604,201.08892604282923,204.5442138671875,-0.221374660210516
2025-06-05,AAPL,Apple Inc.,Technology,200.40257263183597,-1.07977408054142,55.1261,201.14885820661272,204.4209518432617,-1.2987583945500814
2025-06-06,AAPL,Apple Inc.,Technology,203.68882751464844,1.6398266946651099,46.6077,201.6482914515904,204.28187255859376,0.31977091326198526
2025-06-09,AAPL,Apple Inc.,Technology,201.2216339111328,-1.21125622530189,72.8626,201.86233520507807,204.0302942911784,-0.8953585571335076
2025-06-10,AAPL,Apple Inc.,Technology,202.44024658203125,0.60560718408471,54.6726,202.12203979492188,203.790739440918,-0.2951737287941181
2025-06-11,AAPL,Apple Inc.,Technology,198.55465698242188,-1.91937604562978,60.9899,201.7053702218192,203.3860855102539,-2.2088842805804365
2025-06-12,AAPL,Apple Inc.,Technology,198.97418212890625,0.21128950227619997,43.9046,201.12460109165733,202.95252075195316,-2.002261918906534
2025-06-13,AAPL,Apple Inc.,Technology,196.227294921875,-1.38052443670891,51.4473,200.21563066755024,202.4001261393229,-3.3551446405380214
2025-06-16,AAPL,Apple Inc.,Technology,198.195068359375,1.00280312088256,43.0207,199.9002729143415,202.178342183431,-2.3859870148209006
2025-06-17,AAPL,Apple Inc.,Technology,195.418212890625,-1.40107192965815,38.8562,198.71875653948103,202.07880401611328,-3.753629550169113
2025-06-18,AAPL,Apple Inc.,Technology,196.35714721679688,0.48047431827521997,45.3947,198.0238298688616,202.02319997151693,-3.291190457885629
2025-06-20,AAPL,Apple Inc.,Technology,200.7721405029297,2.24845051413291,96.8135,197.7855290004185,202.18991139729815,-1.1167407325241352
2025-06-23,AAPL,Apple Inc.,Technology,201.2715759277344,0.24875733433613,55.8143,198.1736602783203,202.33203786214196,-0.8707613726656516
