symbol,company,sector,date,daily_return_pct,volatility_pct,volume_millions,market_cap_billions,portfolio_weight_pct,risk_level
LNVGY,Lenovo Group Limited,Technology,2025-06-03,-0.69323755076902,,0.0891,17.775878144,0.001400756640000515,
AAPL,Apple Inc.,Technology,2025-06-03,0.77838466493975,,46.3816,3445.050310656,0.27147334487191394,
MSFT,Microsoft Corporation,Technology,2025-06-03,0.21646280560383,,15.7438,3766.312763392,0.29678914138038054,
HPQ,HP Inc.,Technology,2025-06-03,1.8867908454759799,,8.3935,26.676396032,0.0021021261830443043,
DELL,Dell Technologies Inc.,Technology,2025-06-03,3.5344212284856096,,6.6439,82.620063744,0.006510542092444365,
IBM,International Business Machines,Technology,2025-06-03,0.49261875187804,,2.4947,226.815557632,0.017873288499993638,
INTC,Intel Corporation,Technology,2025-06-03,2.78622670104531,,80.4019,106.579460096,0.008398566034698731,
AMD,Advanced Micro Devices,Technology,2025-06-03,2.33795722706944,,37.1615,263.9224832,0.02079735064523991,
NVDA,NVIDIA Corporation,Technology,2025-06-03,2.79515803628485,,225.5788,4239.080554496,0.33404370721407084,
QCOM,Qualcomm Incorporated,Technology,2025-06-03,1.5753917122863499,,6.1641,173.42767104,0.013666270650662771,
SONY,Sony Group Corporation,Technology,2025-06-03,-0.40922137811477005,,5.8051,166.666354688,0.013133472287707922,
GOOGL,Alphabet Inc.,Communication Services,2025-06-03,-1.68609336310876,,45.0849,2578.2976512,0.2031723848216841,
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-03,-0.45486920415204,,33.1391,2442.26195456,0.19245263844392813,
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-03,0.46105417753929,,99.3245,1076.855177216,0.08485724460894703,
META,Meta Platforms Inc.,Communication Services,2025-06-03,-0.60367412249654,,11.585,1855.717900288,0.14623239143173491,
LNVGY,Lenovo Group Limited,Technology,2025-06-04,0.13089209527686999,116.49155049020305,0.0281,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-04,-0.22137466021052,569.7528915048651,43.604,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-04,0.19439176907138,2715.0482562205657,14.1627,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-04,-0.78801445153028,159.29638452715915,12.7213,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-04,0.71491910830288,920.0053465918014,4.5362,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-04,0.12065969748302,1160.188357506441,2.5886,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-04,-0.19714595230368998,73.7649332087152,71.1665,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-04,1.08260531829489,860.1793580301085,31.025,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-04,0.49568035619135997,1238.6649639665452,167.1208,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-04,0.07385612669861,463.5361141922944,7.1438,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-04,-0.37355390272593,73.41678883596707,3.2898,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-04,1.12528457553704,589.2355219493955,26.9008,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-04,0.7388989179248401,952.3445660428043,29.9156,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-04,-3.5495400733921696,3397.7042916166815,98.9121,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-04,3.1641335242235504,4520.327907897213,14.0319,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-05,1.26361627038271,111.88968077354487,0.0631,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-05,-1.07977408054142,574.7244261907892,55.1261,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-05,0.8213496477298801,2488.441382449013,20.1317,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-05,-1.9062761783243498,158.99424492702252,12.25,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-05,-0.78082872537237,887.110515967745,5.435,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-05,0.5046673105666399,1171.6239229730877,2.6584,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-05,-1.28395174756462,74.88121598626672,72.4584,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-05,-2.4371726640432403,816.5392151561728,34.091,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-05,-1.3599136278775201,1196.78527263922,231.3979,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-05,-0.40497171212547,446.38100742042985,5.6055,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-05,-1.27484121340556,74.27746472619346,4.1735,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-05,0.09521811256865,572.8874164502537,36.3791,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-05,0.32814165352026,910.3709111934506,51.8642,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-05,-14.25989378908212,3225.5150492204316,287.4998,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-05,-0.48404881703838004,4339.083121012126,13.0831,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-06,0.55938346113051,109.10374884320608,0.0306,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-06,1.6398266946651099,571.149490409492,46.6077,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-06,0.57732180044871,2327.921411344744,15.2856,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-06,1.94332124834997,159.45357654694544,12.43,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-06,1.7259874147792902,879.9933567890832,4.0375,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-06,0.7531998126124501,1092.9128210733775,2.4952,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-06,0.35017356491096,74.10120616648494,70.0728,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-06,0.43218946274396997,791.50610897138,27.0421,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-06,1.23579806203528,1171.589757927136,153.9862,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-06,1.13852532011815,448.9867591847921,5.7947,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-06,1.25332291934014,76.79659196572139,2.9523,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-06,3.2518739869880298,590.7521940482034,35.7318,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-06,2.7223334916139397,917.9481785314597,39.8325,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-06,3.66701861389959,3068.376844981409,164.7477,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-06,1.9120125551048002,4250.8932839128365,11.728,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-09,1.28369178949294,107.67097603250646,0.0286,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-09,-1.21125622530189,567.3125418608807,72.8626,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-09,0.503849886747,2169.182627607896,16.4699,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-09,-0.23828739534608,159.95888157493437,11.8357,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-09,0.41318648992711,871.5774299625384,5.1237,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-09,1.19388689321786,1031.9951428603708,4.3315,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-09,2.09371927953945,73.34598380435764,92.8939,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-09,4.768053015853161,795.7849885663641,55.4377,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-09,0.6421153087659,1163.912629050157,185.1145,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-09,4.1342789747002,476.3288684145559,10.5894,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-09,-0.26256449821777,78.20692544734075,3.6112,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-09,1.51035371418764,625.4061076216146,28.9359,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-09,1.59666071376007,946.4842147884212,38.1025,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-09,4.55376135284042,3009.9383752878057,140.9089,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-09,-0.52314328607102,4171.2084544483705,12.7732,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-10,-0.42247676714094,104.82317422845901,0.0387,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-10,0.60560718408471,557.9614859565795,54.6726,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-10,-0.38709661567365,1944.8276150823328,15.3759,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-10,1.7515891771605798,159.52070045619726,9.3644,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-10,-0.84923665146086,853.3683903706517,8.6614,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-10,1.52895729875288,1003.3887329105564,5.1635,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-10,7.812502037268169,77.79593124742209,171.457,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-10,1.2404456298324,797.5534057852346,41.6919,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-10,0.9324844536887599,1138.468126995867,155.8819,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-10,2.39366909017717,525.7801910624236,9.0684,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-10,-1.46671450699664,78.66531418205382,3.3602,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-10,1.4254130375519198,667.1710329967224,61.7661,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-10,0.29035159702168,962.2747461377324,31.3033,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-10,5.6743828270030505,2946.432404931881,151.2565,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-10,1.20162960751706,4092.0125530291643,10.8501,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-11,1.61222465052788,102.00995423229395,0.2066,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-11,-1.91937604562978,550.1336423804573,60.9899,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-11,0.36099435659899,1688.8909339828408,16.3992,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-11,-1.7846551986741601,160.7300532011389,6.2403,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-11,-1.7748399327519302,822.0085068299662,5.4365,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-11,1.91139136042295,1014.6898741742951,4.656,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-11,-6.34057800438292,77.50049358728936,146.7845,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-11,-1.7039910017220599,776.3619608721174,32.2619,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-11,-0.7780550753727901,1096.9749113610565,167.694,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-11,0.21994019605813,569.6864347713374,8.8599,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-11,-1.10687369115484,78.79519144323014,4.0309,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-11,-0.699887993999,692.4095181555248,31.6468,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-11,-2.02656295654621,945.2212205235192,39.326,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-11,0.10426457165473,2899.1961998503084,122.6114,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-11,-1.1759698916644599,3937.733544187227,9.5825,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-12,0.25051761329633,100.15143580426538,0.1904,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-12,0.21128950227619997,530.9806180999802,43.9046,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-12,1.32241625028013,1386.2502644935716,18.9506,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-12,-0.32232040567967996,162.3054571175316,5.6654,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-12,1.94175492736736,775.8671846337668,5.5977,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-12,-0.17406068998273,1019.0599419542435,3.418,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-12,0.43520382620769,76.63864484639389,78.1759,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-12,-2.1792961886658397,743.9935834476069,44.7184,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-12,1.51928736338746,1049.3495963117628,162.365,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-12,-0.48908878868384,603.438663720946,5.6894,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-12,1.8911608413888201,79.7452360425651,3.2343,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-12,-0.9303688178676199,699.045902093399,20.9419,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-12,0.01876573428449,899.947175658881,27.64,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-12,-2.24244324616615,2803.465238219558,105.1275,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-12,-0.11237194921596999,3666.855210351504,7.3227,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-13,-3.3319533696151504,99.51070180973687,0.0435,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-13,-1.38052443670891,510.8295816275156,51.4473,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-13,-0.81650805104271,1319.608641603962,16.8145,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-13,-3.63783195980844,167.25603240271985,7.0847,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-13,-3.38624696050916,715.6169365820207,5.1375,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-13,-1.35572011076482,965.506202501544,3.2438,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-13,-3.03322606755044,76.15019381151092,87.6559,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-13,-1.97468045391614,691.7810262895885,39.7027,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-13,-2.0896543305495703,994.1619195841138,180.8206,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-13,-2.50787385259817,555.8231249269606,8.4464,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-13,-1.78030045509772,79.55810798005463,5.1473,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-13,-0.58622583789815,705.7448531833096,27.6631,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-13,-0.5346085913906901,876.7540570209352,29.3378,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-13,1.9429076154419502,2688.123729273345,128.9643,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-13,-1.51292242387551,3468.0748954533287,9.2744,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-16,1.42181479467515,99.8699363542132,0.2809,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-16,1.00280312088256,514.2647261155436,43.0207,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-16,0.8800777142615899,1322.2405027889808,15.6261,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-16,2.85235025513188,170.08244949413375,8.0301,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-16,3.81525749194837,671.5882483443609,5.2923,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-16,1.66292804784249,964.91928597654,3.6853,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-16,2.97914796252731,76.11704026289515,86.7451,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-16,8.80681422608806,689.4874349421461,100.9685,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-16,1.9158985682296898,955.8267006959504,183.1337,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-16,1.3896030762160199,542.1664686964536,8.6863,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-16,0.61704529706532,79.60750349914834,3.9652,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-16,1.20227063922244,724.3234772546269,27.3892,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-16,1.88590282173202,859.7552354362074,33.2842,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-16,1.17426680793315,2596.792536956882,83.9259,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-16,2.89809777504261,3468.939643860905,13.7203,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-17,-1.14698500298217,101.0508460746259,0.0274,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-17,-1.40107192965815,524.6072291314894,38.8562,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-17,-0.22958026862664999,1307.352395099578,15.4141,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-17,-0.9380079035174099,173.55903353950467,5.7967,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-17,1.9254501635534702,621.837447092574,5.9682,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-17,0.432890711148,979.157765168685,3.0696,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-17,0.28929347446733,75.59462723021097,87.5122,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-17,0.5617525816135,691.8939912289442,86.6239,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-17,-0.39395073232484,896.9045103953171,139.108,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-17,-1.53629660122062,509.24174381957465,7.1469,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-17,-1.64814221027564,79.12453766603569,4.488,166.666354688,0.013133472287707922,Very High Risk
GOOGL,Alphabet Inc.,Communication Services,2025-06-17,-0.46388374973100005,736.9605249209766,24.973,2578.2976512,0.2031723848216841,Very High Risk
AMZN,Amazon.com Inc.,Consumer Cyclical,2025-06-17,-0.59231778951627,800.5860595925691,32.0863,2442.26195456,0.19245263844392813,Very High Risk
TSLA,Tesla Inc.,Consumer Cyclical,2025-06-17,-3.88296374979462,2459.6514378347742,88.2827,1076.855177216,0.08485724460894703,Very High Risk
META,Meta Platforms Inc.,Communication Services,2025-06-17,-0.6964642343822299,3423.2618064052426,10.0661,1855.717900288,0.14623239143173491,Very High Risk
LNVGY,Lenovo Group Limited,Technology,2025-06-18,-0.73055447436635,102.64648166470802,0.0239,17.775878144,0.001400756640000515,Very High Risk
AAPL,Apple Inc.,Technology,2025-06-18,0.48047431827521997,529.9090398797535,45.3947,3445.050310656,0.27147334487191394,Very High Risk
MSFT,Microsoft Corporation,Technology,2025-06-18,0.46021071052808,1266.9728745942004,17.5265,3766.312763392,0.29678914138038054,Very High Risk
HPQ,HP Inc.,Technology,2025-06-18,-0.45286375547742996,176.89785033917664,8.6594,26.676396032,0.0021021261830443043,Very High Risk
DELL,Dell Technologies Inc.,Technology,2025-06-18,0.54342349400333,556.3659467119019,4.6712,82.620063744,0.006510542092444365,Very High Risk
IBM,International Business Machines,Technology,2025-06-18,0.05653069558155,979.2575146877268,3.5341,226.815557632,0.017873288499993638,Very High Risk
INTC,Intel Corporation,Technology,2025-06-18,3.31731038157061,75.08739569805508,94.2006,106.579460096,0.008398566034698731,Very High Risk
AMD,Advanced Micro Devices,Technology,2025-06-18,-0.24390052109786003,665.1296604152672,49.6271,263.9224832,0.02079735064523991,Very High Risk
NVDA,NVIDIA Corporation,Technology,2025-06-18,0.94365851819917,823.6506308156511,161.4941,4239.080554496,0.33404370721407084,Very High Risk
QCOM,Qualcomm Incorporated,Technology,2025-06-18,-0.53735711185889,469.6339847806033,6.7087,173.42767104,0.013666270650662771,Very High Risk
SONY,Sony Group Corporation,Technology,2025-06-18,0.8573628786544101,78.62011976197525,2.8805,166.666354688,0.013133472287707922,Very High Risk
